Net Asset Value,Repurchase Price,Sale Price,NAV date
96.2097,95.2476,96.2097,27-Aug-15
96.3543,95.3908,96.3543,28-Aug-15
96.2328,95.2705,96.2328,31-Aug-15
94.8863,93.9374,94.8863,01-Sep-15
94.5543,93.6088,94.5543,02-Sep-15
95.6407,94.6843,95.6407,03-Sep-15
94.3303,93.387,94.3303,04-Sep-15
93.1522,92.2207,93.1522,07-Sep-15
93.7164,92.7792,93.7164,08-Sep-15
94.7987,93.8507,94.7987,09-Sep-15
94.733,93.7857,94.733,10-Sep-15
94.8562,93.9076,94.8562,11-Sep-15
95.5792,94.6234,95.5792,14-Sep-15
95.3471,94.3936,95.3471,15-Sep-15
95.5122,94.5571,95.5122,16-Sep-15
96.0641,95.1035,96.0641,18-Sep-15
96.3031,95.3401,96.3031,21-Sep-15
95.2732,94.3205,95.2732,22-Sep-15
95.5764,94.6206,95.5764,23-Sep-15
95.6955,94.7385,95.6955,24-Sep-15
95.1525,94.201,95.1525,28-Sep-15
95.6679,94.7112,95.6679,29-Sep-15
